pdf_id`pdf_url`dl_status`scrape_status`num_pages`num_pages_scraped`is_fillable`text
25911`https://www.cityofchicago.org/content/dam/city/depts/dhr/supp_info/JobSpecifications/JobSpecName/DISTRICT-ASPHALT-SUPVSR_8257.pdf`Success`Success`3`3`Not a fillable PDF.`   Code:  8257  Family: Construction, Maintenance, and Skilled Labor  Service: Operation and Construction     Group: Street, Water, Sewer, and Disposal  Series: Street Maintenance and Construction         CLASS TITLE:  DISTRICT ASPHALT SUPERVISOR   CHARACTERISTICS OF THE CLASS         Under general supervision, positions report to a General Foreman of Laborers; direct work  operations within an assigned district, supervising multiple crews and monitoring work operations  relating to the spreading, finishing and compacting of asphalt for the re-surfacing and repair of City  residential streets and alleys and related asphalt work, and performs related duties as required         ESSENTIAL DUTIES   	  Oversees day to day field work operations including the preparation of surface areas (e.g.     grinding) and the spreading, finishing and compacting of asphalt for the pavement, re-surfacing  and repair of residential streets and alleys    	  Supervises Asphalt Foreman and their work crews,  resolving operational problems and      ensuring work crews receive timely delivery of asphalt and other required resources and   equipment (e.g. grinders, pavers, rollers) to efficiently complete work projects      	  Monitors and directs the work operations of specialized crews installing alley humps, street     speed humps, alley key cuts, ADA ramps and related jobs  Inspects work sites and monitors work in progress to assess and ensure compliance with  established work  procedures, safety practices and quality standards        	   	  Responds to incidents and troubleshoots problems at job sites, working with managers, vendors     and crew foremen in resolving problems delaying or preventing the completion of jobs         	  Reviews daily manpower reports and equipment resources and works with supervisor in re-    allocating personnel to ensure adequate manning of crews and efficiency of operations     	  Confers with asphalt vendors and management to schedule, monitor and track the timely     delivery of hot asphalt from  plants to work sites     	  Monitors the ordering and delivery of asphalt and additional supplies to complete the job    	  Monitors and evaluates work performance of subordinate staff;  addresses performance issues;     and initiates and enforces disciplinary actions as required    	  Responds to complaints of poor quality or inadequate work of asphalt crews in the pavement,     re-surfacing or repair of streets and alleys, inspects completed jobs and takes proper actions to  correct problems   	  Reviews accident and injury reports and conducts required follow-up     	  Prepares management reports on completed asphalt work projects, status of planned and     scheduled projects and related productivity and performance reports        NOTE:	  The list of essential duties is not intended to be inclusive; there may be other duties that are      essential to particular positions within the class.         MINIMUM QUALIFICATIONS   Education, Training, and Experience    	  Four years of work experience in the paving and repair of street surfaces using asphalt     materials and/or related asphalt equipment of which two years are in a supervisory role related  to the responsibilities of the position     CODE:  8257  CLASS TITLE:  DISTRICT  ASPHALT SUPERVISOR      Licensure, Certification, or Other Qualifications        	  A valid State of Illinois driver’s license is required.  WORKING CONDITIONS      Exposure to outdoor weather conditions       Exposure to loud noise, fumes or dust       Exposure to hazardous conditions (e.g., traffic, heavy machinery)          EQUIPMENT         Standard office equipment (e.g. telephone, printer, photocopier, fax machine)       Computer and peripheral equipment (e.g. personal computer, computer terminals)       Personal protective equipment (e.g., hard hat, shoes, glasses, gloves, vest)         Safety devices or equipment (e.g., cones, barricades, metal plates, scaffolding, ropes)     Two-way radio         PHYSICAL REQUIREMENTS   	  Ability to stand and walk for extended or continuous periods of time        KNOWLEDGE, SKILLS, ABILITIES, AND OTHER WORK REQUIREMENTS   Knowledge    Considerable knowledge of:                   *use of street surface repair equipment and materials  *applicable safety principals, methods, practices, and procedures specific to asphalt work  *use of safety equipment and protective gear   *applicable safety and code standards specific to street paving and resurfacing, including OSHA  standards    Some knowledge of:     Personal computer operations and applicable software        *management and supervisory methods and practices            geographical locations within the City          Knowledge of applicable City and department policies, procedures, rules, and regulations   Skills    	  ACTIVE LISTENING - Give full attention to what other people are saying, taking time to        understand the points being made, ask questions as appropriate, and not interrupt at   inappropriate times    	  CRITICAL THINKING - Use logic and reasoning to identify the strengths and weaknesses of     alternative solutions, conclusions, or approaches to problems   	  TIME MANAGEMENT - Manage one's own time and the time of others    	  COORDINATION WITH OTHERS - Adjust actions in relation to others' actions           Page 2 of 3       CODE:  8257  CLASS TITLE:  DISTRICT  ASPHALT SUPERVISOR      	  JUDGEMENT AND DECISION MAKING - Consider the relative costs and benefits of potential   actions to choose the most appropriate one     	  EQUIPMENT SELECTION - Determine the kind of tools and equipment needed to do a job        Abilities    	  COMPREHEND ORAL INFORMATION - Listen to and understand information and ideas     presented through spoken words and sentences     	  SPEAK - Communicate information and ideas in speaking so others will understand    	  COMPREHEND WRITTEN INFORMATION - Read and understand information and ideas   presented in writing     	  WRITE - Communicate information and ideas in writing so others will understand    	  REASON TO SOLVE PROBLEMS - Apply general rules to specific problems to produce   answers that make sense     	  WORK WITH NUMBERS - Add, subtract, multiply, or divide quickly and correctly   INITIATIVE – Demonstrate willingness to take on job challenges    Other Work Requirements      	  	  LEADERSHIP - Demonstrate willingness to lead, take charge, and offer opinions and direction    	  DEPENDABILITY - Demonstrate reliability, responsibility, and dependability and fulfill       obligations   	  ATTENTION TO DETAIL - Pay careful attention to detail and thoroughness in completing work     tasks   	  ANALYTICAL THINKING – Analyze information and use logic to address work or job issues and     problems            All employees of the City of Chicago must demonstrate commitment to and compliance with applicable  state and federal laws, and City ordinances and rules; the City’s Ethics standards; and other City  policies and procedures.    The City of Chicago will consider equivalent foreign degrees, accreditations, and credentials in    evaluating qualifications.    * May be required at entry.               City of Chicago  Department of Human Resources        Date:  April, 2012        Page 3 of 3     
14966`https://www.cityofchicago.org/content/dam/city/depts/dcd/tif/06reports/T_145_73rdUniversityAR06.pdf`Success`Failed`53`10`Fillable Check: Failed`
3977`https://www.cityofchicago.org/content/dam/city/depts/dps/BidTabs1999to2004/2003BidTabs/Oct/10-31-03F399840020.pdf`Success`Failed`2`2`Not a fillable PDF.`
9156`https://www.cityofchicago.org/content/dam/city/depts/dps/PreBids/2016PreBids/PreBid131241.pdf`Success`Failed`1`1`Not a fillable PDF.`
25574`https://www.cityofchicago.org/content/dam/city/depts/dhr/supp_info/JobSpecifications/JobSpecName/ARCHITECT-III_5403.pdf`Success`Failed`3`3`Not a fillable PDF.`
24120`https://www.cityofchicago.org/content/dam/city/depts/zlup/Administrative_Reviews_and_Approvals/Agendas/ZBA_February_2013_Agenda_Votes.pdf`Success`Failed`9`9`Not a fillable PDF.`
24847`https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disc-NR/2016/PoelsterlD-122316-cncl-NR.pdf`Success`Success`2`2`Not a fillable PDF.`
17406`https://www.cityofchicago.org/content/dam/city/depts/cdph/emergency_preparedness/ColdWeatherFactSheet_Chinese.pdf`Success`Success`1`1`Not a fillable PDF.`     了解实际情况：严寒     在芝加哥，一月份通常是最寒冷的时候，平均最低温度达 16.5˚F，但您可以提前采取行动以便确 保严寒侵袭这座城市之前您已做好防寒保暖的准备。  冬季气候寒冷，可能对人体健康造成严重的威胁，而采取预防措施则是保证平安度过寒冬的最佳 方案。本情况说明书介绍的策略技巧可帮助您应对严寒。    我应如何进行自我保护从而免受严寒天气的威胁？       避免不必要的室外活动。可等到天气转暖后再办理的事情则稍后进行。    如果您外出时身处寒冷的环境，应限制在外逗留的时间。将耗时长的工作分割成多个耗时  短的任务，并在任务之间安排室内休息。请不要让孩子在室外长时间玩耍。     应穿上多层宽松且保暖的衣服。    应特别留意头部、耳朵、双手和双脚的保暖工作。应戴好帽子、围巾、手套，穿上厚袜子  和冬靴。应保持衣物的干燥，这样可使衣服的保暖效果更佳。     应额外注意您身体的日常需要。保证充足的睡眠。多吃高能量的食物。饮用热饮料和热  汤，以便帮助身体保持温暖。避免过量饮用酒精饮料，这会影响您的判断能力。酒精还可 造成血管扩张，从而导致身体散热加快。     我应在家中采取什么措施来应对严寒天气？       确保您的供暖设备正常运转。    芝加哥消防局 (Chicago Fire Department, CFD) 不建议使用小型取暖器作为替代热源。     通过多种渠道关注天气的实时更新情况（电视、广播、应急警报系统）    应保证家中至少备有足以维持三天的饮用水以及罐装/无需烹煮的食品。     备好应急包，其中应包括多条毛毯、急救设备和药品、手电筒和备用电池。    请不要遗忘您的宠物。即使小猫小狗也需要应对冬季寒冷的天气。请将它们带回室内，并  确保其有足够的饮用水和毛毯。      我应如何帮助他人平安度过严寒天气？     保留一份亲属、邻居及朋友的联系信息清单，并确定相互间的首要联系方式和备用联系方  式。      应经常查看这些人的状况，尤其经常查看那些年老、身体残疾和/或独居的人。    了解紧急服务提供机构（如警局、消防局、EMS 以及医院）的位置以及联系方式。     为移动设备配备一个备用电池和充电器。    如果您不愿查看某人的状况，可拨打 311 请求查看此人的情况是否安全。      如果您无法获取供暖设施，可拨打 311 寻求援助。您还可前往芝加哥全市范围内的任意 一家供暖中心请求帮助。位于 10 S. Kedzie Avenue 的嘉惠尔中心将每日为本地居民提供全 天候的紧急避难所联系服务。   2014 年 12 月 31 日         
11475`https://www.cityofchicago.org/content/dam/city/depts/water/supp_info/arcConRpt/2014constructionRpts/April/20140428_Roosevelt_28w.pdf`Success`Failed`6`6`Not a fillable PDF.`
7115`https://www.cityofchicago.org/content/dam/city/depts/dps/PreBids/2010PreBids/86969UPRRRelocationPreBid.pdf`Success`Failed`5`5`Fillable Check: Failed`
12235`https://www.cityofchicago.org/content/dam/city/depts/bacp/Monthlyworkshops/september2017workshopcalendardoublesided.pdf`Success`Failed`2`2`Not a fillable PDF.`
14276`https://www.cityofchicago.org/content/dam/city/depts/cdph/H1N1_swine_flu/FluUpdate/FluUpdateWeek07Feb212014.pdf`Success`Failed`2`2`Not a fillable PDF.`
17460`https://www.cityofchicago.org/content/dam/city/depts/dcd/tif/T_066_GreaterSouthwestEastAmendment.pdf`Success`Failed`93`10`Not a fillable PDF.`
5464`https://www.cityofchicago.org/content/dam/city/depts/dps/PreBids/2006PreBids/45439PreBid.pdf`Success`Success`1`1`Not a fillable PDF.`PRE BID/PROPOSAL CONFERENCE ATTENDEE REGISTER        Project Name:  Triethylene Glycol Dehumidification Liquid  Specification No.:   45439             Conference Date/Time :  Friday, October 20, 2006 2:00p.m.  Conference Location:   City Hall, Bid & Bond, Room 301  Lead Department:  Chicago Department of Water Management  Procurement Contact Name/Number:   Christopher DeGard (312) 744-0839       RFQ No.:   2079         Name   Company   Address   Telephone   Facsimile/ema  Christopher  DeGard  Noor Mansuri   Winnie Lee   City of Chicago  DPS  City of Chicago   DWOM  Chicago United  Industries                     121 N. LaSalle   Chicago, IL 60602   1000 E. Ohio  Chicago, IL 60611  53 W. Jackson Blvd Suite  1450   Chicago, IL 60604          il   312-744-0839   312-744-7679   312-742-1304   312-744-2738   312-786-1471   312-786-1026                   
10679`https://www.cityofchicago.org/dam/city/depts/ethics/general/AO_GiftsTravel/91046.A.pdf`Success`Success`5`5`Not a fillable PDF.`
1222`https://www.cityofchicago.org/content/dam/city/depts/cchr/AdjSupportingInfo/AdjFORMS/2018AdjForms/AmendedComplaintForm.pdf`Success`Failed`2`2`Not a fillable PDF.`
25051`https://www.cityofchicago.org/content/dam/city/depts/cpb/PoliceDiscipline/13SR2317.pdf`Success`Success`5`5`Not a fillable PDF.`BEFORE THE POLICE BOARD OF THE CITY OF CHICAGO        IN THE MATTER OF THE SUSPENSION OF  POLICE OFFICER CHAD SMITH,  STAR No. 6021, DEPARTMENT OF POLICE,  CITY OF CHICAGO.                )  )  )  )      No. 13 SR 2317   (CR No. 1046989)      FINDINGS AND DECISION   On or about October 15, 2013, the Superintendent of Police ordered the suspension of   Police Officer Chad Smith, Star No. 6021, for ten (10) days for violating the following Rule of   Conduct:   Rule 5:     Failure to perform any duty.   On October 31, 2013, Officer Smith filed with the Police Board a request for Police   Board review of this suspension. On November 6, 2013, Officer Smith filed with the Police   Board a memorandum delineating specific reasons for which the review was requested.    The Executive Director of the Police Board assigned this matter to Hearing Officer   Jacqueline A. Walker.  Hearing Officer Walker reviewed the investigation file and submitted a   written report to the Police Board.     The members of the Police Board reviewed the Summary Report of the investigation file,   the Command Channel Review reports, Officer Smith’s memorandum, and Hearing Officer   Walker’s report.  Hearing Officer Walker made an oral report to and conferred with the Police   Board before it rendered its findings and decision.       POLICE BOARD FINDINGS   The Police Board of the City of Chicago, as a result of its consideration of this matter,   finds and determines that:   Police Board Case No. 13 SR 2317  Police Officer Chad Smith  Findings and Decision                 1.   The allegation, set forth below, that Police Officer Chad Smith, Star No. 6021,   violated Rule 1 is supported by sufficient evidence to justify disciplinary action, and the   allegation is therefore sustained.   On July 16, 2011, at approximately 1525 hours, at 2150 North California Avenue, Chicago,  Officer Smith failed to secure and control an arrestee, resulting in the arrestee escaping.     The Department’s investigation indicated on the date as charged, Officer Smith and   Police Officer Kenneth Trempe investigated a report of juveniles shoplifting at K-Mart, located   at 1360 North Ashland Avenue.  As a result, two juveniles were placed in custody and both were   taken to the 14th District for processing.  Both juveniles were handcuffed together.        The investigation further revealed that when Officers Smith and Trempe arrived at the   14th District parking lot, and while the Officers were escorting the two juveniles, one of the   juveniles freed his hand from the handcuffs and fled on foot, and successfully made his escape.    The escapee was not readily found in the area, even though a search for him was conducted.                On August 4, 2011, the juvenile was subsequently apprehended and charged with escape.      2.   The Police Board has considered the facts and circumstances of Officer Smith’s   conduct, and his complimentary and disciplinary histories.  This case involves the escape of a   juvenile arrested for a non-violent offense (shoplifting).  Officer Smith and his partner   immediately attempted to apprehend the escapee, and promptly made notifications of the escape.   The escapee was subsequently located, arrested, and charged with escape about three weeks   later.  The Board finds that the ten-day suspension ordered in this case is unwarranted, and that   the one-day suspension recommended by the investigator, all members of Command Channel      2   Police Board Case No. 13 SR 2317  Police Officer Chad Smith  Findings and Decision    Review, and the Chief of the Bureau of Internal Affairs is a justified penalty on the facts of this               particular case.          POLICE BOARD DECISION      The Police Board of the City of Chicago hereby adopts the findings set forth herein by   the following vote:      By a vote of 9 in favor (Demetrius E. Carney, Ghian Foreman, Melissa M. Ballate, William  F. Conlon, Michael Eaddy, Rita A. Fry, Susan L. McKeever, Elisa Rodriguez, and Rhoda D.  Sweeney) to 0 opposed, the Board sustains the allegation that Police Officer Chad Smith  violated Rule 5.     As a result of the foregoing, the Board, by a vote of 9 in favor (Carney, Foreman, Ballate,   Conlon, Eaddy, Fry, McKeever, Rodriguez, and Sweeney) to 0 opposed, hereby determines that   cause exists for suspending Police Officer Chad Smith from his position as a police officer with   the Department of Police, and from the services of the City of Chicago, for a period of one (1)   day.   NOW THEREFORE, IT IS HEREBY ORDERED that the suspension of Police   Officer Chad Smith, Star No. 6021, for a period of ten (10) days is reduced to a period of one   (1) day.    This disciplinary action is adopted and entered by a majority of the members of the   Police Board: Demetrius E. Carney, Ghian Foreman, Melissa M. Ballate, William F. Conlon,   Michael Eaddy, Rita A. Fry, Susan L. McKeever, Elisa Rodriguez, and Rhoda D. Sweeney.   DATED AT CHICAGO, COUNTY OF COOK, STATE OF ILLINOIS, THIS 20th DAY   OF MARCH, 2014.             3   Police Board Case No. 13 SR 2317  Police Officer Chad Smith  Findings and Decision                 Attested by:          /s/ Demetrius E. Carney  President  Police Board        /s/ Max A. Caproni  Executive Director  Police Board      4           Police Board Case No. 13 SR 2317  Police Officer Chad Smith  Findings and Decision                 DISSENT   The following members of the Police Board hereby dissent from the Findings and   Decision of the majority of the Board.                     [None]                                                   RECEIVED A COPY OF     THESE FINDINGS AND DECISION    THIS _____ DAY OF _________________, 2014.      ____________________________________  GARRY F. McCARTHY  Superintendent of Police      5      
1381`https://www.cityofchicago.org/content/dam/city/depts/oemc/supp_info/OEMC_Private_Sect_Fact_sheet.pdf`Success`Failed`2`2`Not a fillable PDF.`
8045`https://www.cityofchicago.org/content/dam/city/depts/water/supp_info/arcConRpt/2012cnstRpts/Aug/20120813_Perry_Lafayette_09w.pdf`Success`Failed`6`6`Not a fillable PDF.`
328`https://www.cityofchicago.org/content/dam/city/depts/cdph/CDPH/HIPAANPP8272013Arabic.pdf`Success`Failed`2`2`Not a fillable PDF.`
